City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
132,Saint-Philippe,RE,2021-04-04 16:59:22,-21.3585,55.7679,80.6,78,0,4.61,clear sky
133,Marang,MY,2021-04-04 16:59:23,5.2056,103.2059,80.71,79,82,3.29,broken clouds
134,Holme,DK,2021-04-04 16:59:23,56.1138,10.1725,44.6,76,75,17.27,broken clouds
135,Lerwick,GB,2021-04-04 16:59:24,60.1545,-1.1494,33.8,86,90,24.16,snow
136,Leningradskiy,RU,2021-04-04 16:57:34,69.3833,178.4167,-3.26,96,100,6.53,overcast clouds
137,Sao Gabriel Da Cachoeira,BR,2021-04-04 16:59:24,-0.1303,-67.0892,84.2,79,75,4.61,broken clouds
138,Oistins,BB,2021-04-04 16:59:24,13.0667,-59.5333,86.0,51,40,17.27,scattered clouds
139,Luderitz,NA,2021-04-04 16:59:25,-26.6481,15.1594,74.57,59,0,22.79,clear sky
140,Tawang,IN,2021-04-04 16:59:25,27.5833,91.8667,37.8,70,61,5.48,broken clouds
141,Tokur,RU,2021-04-04 16:59:25,53.1333,132.9,12.25,96,94,2.75,light snow
142,Maceio,BR,2021-04-04 16:59:26,-9.6658,-35.7353,84.2,74,75,12.66,moderate rain
143,Opunake,NZ,2021-04-04 16:59:26,-39.4556,173.8583,57.99,81,95,5.99,overcast clouds
144,Nioro,GM,2021-04-04 16:59:26,13.35,-15.75,103.66,10,62,4.47,broken clouds
145,Urumqi,CN,2021-04-04 16:59:27,43.801,87.6005,48.2,46,0,6.71,clear sky
146,Kavaratti,IN,2021-04-04 16:59:27,10.5669,72.642,82.92,68,56,12.26,broken clouds
147,Hazorasp,UZ,2021-04-04 16:59:28,41.3194,61.0742,51.8,58,90,6.91,overcast clouds
148,Impfondo,CG,2021-04-04 16:56:28,1.6381,18.0667,79.88,70,98,3.58,overcast clouds
149,Saint George,US,2021-04-04 16:59:28,37.1041,-113.5841,59.0,23,1,2.15,clear sky
150,Alofi,NU,2021-04-04 16:59:29,-19.0595,-169.9187,71.6,100,98,2.3,overcast clouds
151,Tasiilaq,GL,2021-04-04 16:56:29,65.6145,-37.6368,23.0,54,75,3.44,broken clouds
152,Tuatapere,NZ,2021-04-04 16:59:29,-46.1333,167.6833,57.99,74,54,7.0,broken clouds
153,Fukue,JP,2021-04-04 16:59:29,32.6881,128.8419,56.07,74,96,30.4,overcast clouds
154,Pochutla,MX,2021-04-04 16:59:30,15.7432,-96.4661,91.0,54,1,7.94,clear sky
155,Kapaa,US,2021-04-04 16:59:30,22.0752,-159.319,73.4,64,75,18.41,broken clouds
156,Boshnyakovo,RU,2021-04-04 16:59:30,49.6333,142.1667,23.58,81,32,2.86,scattered clouds
157,Montepuez,MZ,2021-04-04 16:59:31,-13.1256,38.9997,69.89,97,83,4.29,broken clouds
158,Toguchin,RU,2021-04-04 16:59:31,55.2353,84.3858,26.46,98,99,7.02,overcast clouds
159,Upernavik,GL,2021-04-04 16:59:31,72.7868,-56.1549,-10.55,77,1,11.54,clear sky
160,Marshall,US,2021-04-04 16:59:10,34.3834,-86.3333,66.99,29,1,4.61,clear sky
161,Biltine,TD,2021-04-04 16:59:32,14.5333,20.9167,92.07,10,70,10.02,broken clouds
162,Rocha,UY,2021-04-04 16:59:32,-34.4833,-54.3333,77.99,54,10,7.85,clear sky
163,Torbay,CA,2021-04-04 16:58:02,47.6666,-52.7314,41.0,100,90,16.11,mist
